date,yoy_pct,original_value
2009-12-09,-2.8279404732063695,2186383.0
2009-12-16,-0.8523345852274766,2235763.0
2009-12-23,0.15642981645478393,2235803.0
2009-12-30,-0.24068334422139293,2234067.0
2010-01-06,5.367347352433893,2235304.0
2010-01-13,11.805842180909142,2291700.0
2010-01-20,10.539135796166343,2251806.0
2010-01-27,16.59524607671079,2246886.0
2010-02-03,21.49044228888155,2249319.0
2010-02-10,22.419388087230118,2256679.0
2010-02-17,18.898474703507382,2277574.0
2010-02-24,19.3105319879026,2286127.0
2010-03-03,19.92461015180531,2280147.0
2010-03-10,20.160946431560923,2282474.0
2010-03-17,11.662397880540421,2307997.0
2010-03-24,11.662392906588082,2313149.0
2010-03-31,10.977442307026287,2307150.0
2010-04-07,10.485723984749406,2307575.0
2010-04-14,6.990493474039305,2339345.0
2010-04-21,6.406738491960162,2337556.0
2010-04-28,12.762300697920171,2330472.0
2010-05-05,11.847820756068739,2326164.0
2010-05-12,6.362917402546309,2336103.0
2010-05-19,7.758320376672145,2350890.0
2010-05-26,12.207305846071016,2334041.0
2010-06-02,12.44268287693815,2336216.0
2010-06-09,13.605828006375287,2331529.0
2010-06-16,13.11389429426011,2344316.0
2010-06-23,15.744992399673974,2344497.0
2010-06-30,16.21557747278033,2330851.0
2010-07-07,17.0256531208286,2332017.0
2010-07-14,12.9443832447667,2340717.0
2010-07-21,14.385525068403604,2332322.0
2010-07-28,16.23311024434817,2325298.0
2010-08-04,16.955333367182735,2326479.0
2010-08-11,15.516112718304997,2327533.0
2010-08-18,12.278752097041657,2313662.0
2010-08-25,10.897526726563477,2301015.0
2010-09-01,10.475303783617761,2301996.0
2010-09-08,10.433986319569577,2305802.0
2010-09-15,7.304292070738017,2296079.0
2010-09-22,6.881213139253539,2307171.0
2010-09-29,7.36429365442639,2298691.0
2010-10-06,7.95131720613671,2308092.0
2010-10-13,5.340144756421861,2309885.0
2010-10-20,4.72977608207461,2305227.0
2010-10-27,6.192584258331002,2295392.0
2010-11-03,6.2485826073742645,2300353.0
2010-11-10,8.324594210399372,2312768.0
2010-11-17,4.800787424034092,2314757.0
2010-11-24,6.3290697479422064,2346001.0
2010-12-01,6.480998369383251,2346920.0
2010-12-08,8.960506919418965,2382294.0
2010-12-15,6.708716442664087,2385754.0
2010-12-22,8.592796413637526,2427921.0
2010-12-29,8.348138171326113,2420570.0
2011-01-05,8.981328714125691,2436064.0
2011-01-12,7.698695291704838,2468131.0
2011-01-19,7.698620573886017,2425164.0
2011-01-26,8.75171236991996,2443527.0
2011-02-02,9.785183871207238,2469419.0
2011-02-09,10.80357463334396,2500481.0
2011-02-16,10.155279257666262,2508868.0
2011-02-23,10.808410906305731,2533221.0
2011-03-02,11.62082970966345,2545119.0
2011-03-09,12.90713497722209,2577076.0
2011-03-16,11.917216530177456,2583046.0
2011-03-23,12.458860194479481,2601341.0
2011-03-30,13.669375636607928,2622523.0
2011-04-06,14.78179474123269,2648676.0
2011-04-13,13.938217748985293,2665408.0
2011-04-20,14.897012092972318,2685782.0
2011-04-27,15.469527203073019,2690985.0
2011-05-04,16.877270906092612,2718757.0
2011-05-11,17.48189185151512,2744498.0
2011-05-18,17.31765416501836,2758009.0
2011-05-25,18.892341651239207,2774996.0
2011-06-01,19.369227845370453,2788723.0
2011-06-08,20.5734949039879,2811206.0
